country,issue,id,value,value_formatted,start_date_formatted,description,end_date_formatted
Thailand,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,Thailand doesn't allow changing legal gender.,
Thailand,discrimination,19,Illegal,Illegal,,The Thai Constitution (unsure which one) prohibits discrimination based on sexual orientation and gender identity.,
Thailand,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 26, 2015",Under Thailand Criminal Code.,
Thailand,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 26, 2015",Under the revision of Thailand Criminal Code.,
Thailand,adoption,7,Illegal,Illegal,,"Adoption is only allowed for married couples, but same-sex marriage isn't allowed either.",
Thailand,military,16,Legal,Legal,"January 1, 2005",,
Thailand,blood,26,Banned (indefinite deferral),Banned (indefinite deferral),"January 1, 1977",Date shown is when US banned gay male blood donations.,
Thailand,conversion-therapy,49,Not banned,Not banned,,Not criminalized in Thailand.,
Thailand,age-of-consent,27,Equal,Equal,"January 1, 1997",,
Timor-Leste,homosexuality,1,Legal,Legal,"January 1, 1975",,
Timor-Leste,marriage,13,Unrecognized,Unrecognized,,Might be legalized between 2024-2026. Gay marriage and Unions pending.,
Timor-Leste,censorship,56,No censorship,No censorship,,"In East Timor, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Timor-Leste,changing-gender,22,Illegal,Illegal,,No right to change legal gender,
Timor-Leste,non-binary-gender-recognition,,,,,,
Timor-Leste,discrimination,32,Illegal in some contexts,Illegal in some contexts,"March 18, 2009","Within the penal code, discrimination on the basis of sexual orientation (and discrimination in general) is treated as an aggravating circumstances.",
Timor-Leste,employment-discrimination,43,No protections,No protections,,Under hate crime law. as well as under employment discrimination law.,
Timor-Leste,housing-discrimination,,ambiguous,Ambiguous,,Under Hate crime law. ,
Timor-Leste,adoption,5,Single only,Single only,,It is legal to adopt. However no laws for same sex couples.,
Timor-Leste,military,,ambiguous,Ambiguous,,No data,
Timor-Leste,blood,26,Banned (indefinite deferral),Banned (indefinite deferral),,Illegal,
Timor-Leste,conversion-therapy,49,Not banned,Not banned,,Unknown.,
Timor-Leste,age-of-consent,27,Equal,Equal,"January 1, 1975",,
Togo,homosexuality,37,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"August 13, 1980","1-3 years in prison, 100 000-500 000 cfa fine. Decriminalization pending",
Togo,marriage,15,Not legal,Not legal,"August 13, 1980",Same sex marriage is not legal.,
Togo,censorship,56,No censorship,No censorship,,"In Togo, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Togo,changing-gender,,ambiguous,Ambiguous,,No laws in place.,
Togo,non-binary-gender-recognition,,,,,,
Togo,discrimination,20,No protections,No protections,"August 13, 1980",None exist in the criminal code.,
Togo,employment-discrimination,43,No protections,No protections,"August 13, 1980",None exist.,
Togo,housing-discrimination,47,No protections,No protections,"August 13, 1980",None exist.,
Togo,adoption,5,Single only,Single only,,According to the US Togo Adoption Website. No laws in place for same sex couples.,
Togo,military,18,Illegal,Illegal,,Homosexuality is currently illegal.,
Togo,blood,25,Legal,Legal,,,
Togo,conversion-therapy,,ambiguous,Ambiguous,,Unknown.,
Togo,age-of-consent,,na,N/A,,Homosexuality is currently illegal.,
Tokelau,homosexuality,1,Legal,Legal,,,
Tokelau,marriage,13,Unrecognized,Unrecognized,"January 1, 2013",,
Tokelau,censorship,56,No censorship,No censorship,,"In Tokelau, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Tokelau,changing-gender,,ambiguous,Ambiguous,,No laws in place. Missing non binary options on documents.,
Tokelau,non-binary-gender-recognition,,,,,,
Tokelau,discrimination,20,No protections,No protections,,None in place.,
Tokelau,employment-discrimination,43,No protections,No protections,,Unknown.,
Tokelau,housing-discrimination,47,No protections,No protections,,Unknown.,
Tokelau,adoption,5,Single only,Single only,"January 1, 2013",Single.,
Tokelau,military,16,Legal,Legal,"February 1, 1994",New Zealand responsible for defence.,
Tokelau,blood,,ambiguous,Ambiguous,,Unknown.,
Tokelau,conversion-therapy,,ambiguous,Ambiguous,,Unknown.,
Tokelau,age-of-consent,27,Equal,Equal,"January 1, 2007",,
Tonga,homosexuality,31,"Male illegal, female legal","Male illegal, female legal","January 1, 1988","According to sections 136–142 of the The Criminal Offences Act, the maximum penalty for same-sex sexual activity in Tonga is 10 years in prison and whipping. Decriminalization pending.",
Tonga,marriage,15,Not legal,Not legal,"January 1, 1998","Since homosexual activity is illegal in Tonga, same-sex marriage is not legal.",
Tonga,censorship,56,No censorship,No censorship,,"In Tonga, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Tonga,changing-gender,22,Illegal,Illegal,,Under cross dressing part of the criminal code which also outlaws homosexuality.,
Tonga,non-binary-gender-recognition,,,,,,
Tonga,discrimination,32,Illegal in some contexts,Illegal in some contexts,,Some protection for sexual orientation only.,
Tonga,employment-discrimination,43,No protections,No protections,,"According to the ILGA World, there are no protections in employment.",
Tonga,housing-discrimination,,ambiguous,Ambiguous,,Homosexuality is illegal there. Some discrimination protection under Sexual orientation only.,
Tonga,adoption,7,Illegal,Illegal,"January 1, 2013","Missing laws for same-sex couples.<br />
<br />
In 2013, the Supreme Court refused to grant custody of a child to a gay man. The Supreme Court stated that because Tonga’s criminal law still prohibits carnal knowledge between consenting adults of the same sex, “[n]o court would entrust a very young child into the care of person whose lifestyle carries with it a very real risk of prosecution.”",
Tonga,military,16,Legal,Legal,,No laws criminalizing or restricting lgbt serving.,
Tonga,blood,25,Legal,Legal,,,
Tonga,conversion-therapy,49,Not banned,Not banned,,"According to the ILGA World, there's no ban on conversion therapy in Tonga.",
Tonga,age-of-consent,27,Equal,Equal,,Set age of consent.,
Trinidad and Tobago,homosexuality,1,Legal,Legal,"May 18, 2015","Became legal on April 12, 2018. The news is from HRC and Pink news.",
Trinidad and Tobago,marriage,13,Unrecognized,Unrecognized,"January 1, 1924",,
Trinidad and Tobago,censorship,56,No censorship,No censorship,,"In Trinidad and Tobago, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Trinidad and Tobago,changing-gender,22,Illegal,Illegal,,Not currently legal.,
Trinidad and Tobago,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"No way to change legal gender, including to non-binary.",
Trinidad and Tobago,discrimination,20,No protections,No protections,"January 31, 2001","The act explicitly states that it ""does not include sexual preference or orientation"" as a status which may be the basis of discrimination.",
Trinidad and Tobago,employment-discrimination,43,No protections,No protections,"January 31, 2001","The Equal Opportunity Act covers employment discrimination and explicitly states that it ""does not include sexual preference or orientation"" as a protected status. Gender identity is not mentioned in the act.",
Trinidad and Tobago,housing-discrimination,47,No protections,No protections,"January 31, 2001","Provision of housing is addressed by the Equal Opportunity Act which explicitly states that it ""does not include sexual preference or orientation"" as a protected status. Gender identity is not mentioned in the Act.",
Trinidad and Tobago,adoption,5,Single only,Single only,"June 13, 1947",Spouses and single persons may adopt but the law does not recognise same-sex spouses and favours females as single adopters.,
Trinidad and Tobago,military,16,Legal,Legal,"June 1, 1962",,
Trinidad and Tobago,blood,26,Banned (indefinite deferral),Banned (indefinite deferral),,Men who have had sex with another man are prohibited from blood donation and women who have had sex with a man who has had sex with another man are prohibited for one year from donation.,
Trinidad and Tobago,conversion-therapy,,ambiguous,Ambiguous,,Unknown.,
Trinidad and Tobago,age-of-consent,27,Equal,Equal,"April 12, 2018","Since decriminalization of homosexuality in 2018, the age of consent has been equal.",
Tunisia,homosexuality,37,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"January 1, 1913","Penal Code of 1913: Article 230: “The masculine homosexuality and feminine homosexuality that is not covered by any of the other previous articles, is punished with imprisonment for three years” (unofficial translation) ",
Tunisia,marriage,15,Not legal,Not legal,,there's no specific law,
Tunisia,censorship,56,No censorship,No censorship,,"In Tunisia, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Tunisia,changing-gender,22,Illegal,Illegal,"July 25, 1957",Changing gender is illegal in Tunisia.,
