Country,year,MMR,Live Births,Maternal deaths,Women reproductive age (15-49),MM-rate,,Skilled attendance %,"Source MMR, maternal death and Live birth",Comment,Source women reproductive age,Comments,,,,,,,,
United Kingdom,1932,434,704972,3056,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1933,453,666959,3020,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1934,464,686478,3186,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1935,458,686684,3144,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1936,421,694220,2925,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1937,367,698367,2566,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1938,356,709831,2528,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1939,340,701392,2387,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1940,299,676512,2020,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1941,316,668839,2115,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1942,276,742206,2050,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1943,254,779003,1976,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1944,209,847398,1774,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1945,196,766861,1503,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1946,156,925132,1439,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1947,129,994173,1286,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1948,111,875650,972,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1949,103,826192,851,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1950,91,789627,722,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1951,76,677529,526,12418000,4.24,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1952,67,673735,463,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1953,71,684372,495,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1954,65,673651,405,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1955,60.6,667811,405,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1956,53.4,700335,374,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1957,46.0,723381,333,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1958,44.3,740715,328,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1959,38.7,748501,290,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1960,39.5,785005,310,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1961,33.8,811281,274,13622000,2.01,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1962,35.6,838736,299,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1963,28.5,854055,243,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1964,25.9,875972,227,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic",Only England & Wales,,,,,,,,,,
United Kingdom,1965,26.9,963385,259,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1966,26.1,946359,247,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1967,20.9,928385,194,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1968,23.4,914058,214,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1969,18.9,887828,168,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1970,18.0,903907,163,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1971,17.0,901648,153,12400000,1.23,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1972,15.4,833984,128,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1973,14.0,779545,109,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1974,14.0,737138,103,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1975,12.0,697518,84,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1976,13.5,675526,91,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1977,13.4,655439,88,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1978,10.5,688618,72,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1979,11.2,734544,82,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1980,10.9,753267,82,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1981,9.7,730720,71,12997000,0.55,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1982,7.0,718999,50,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1983,9.2,721238,66,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1984,8.6,729401,63,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1985,7.3,750520,55,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1986,6.9,754805,52,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1987,6.3,775405,49,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1988,6.4,787303,50,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1989,7.7,777036,60,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1990,7.6,798364,61,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1991,6.9,792269,55,13811000,0.40,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1992,6.7,780799,52,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1993,5.7,761526,43,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1994,7.9,750480,59,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1995,7.0,731882,51,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1996,6.6,733163,48,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1997,5.4,725620,39,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1998,6.8,716888,49,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1999,5.3,699976,37,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United States,1900,850.0,,,19248000,0.00,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1901,800.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1902,740.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1903,700.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1904,790.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1905,800.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1906,710.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1907,720.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1908,670.0,,,,,,,MMR from Loudon 1992,1900-1915 only from States which started death registration in 1900,,,,,,,,,,
United States,1909,700.0,2718000,19026,,,,,"Live births from http://www2.census.gov/prod2/statcomp/documents/CT1970p1-03.pdf, MMR from Loudon 1992",,,,,,,,,,,
