---
title: Causes of Death in France from 1925 to 1999
source: The data is made available by INED <www.ined.fr> at
  <https://www.ined.fr/en/everything_about_population/data/online-databases/death_causes_since_1925/>
  The original data authors are Jacques Vallin <vallin@ined.fr> and France
  Meslé <mesle@ined.fr>.
variables:
    year : period calendar year
    sex  : -
    age  : age groups in years [a, b]
    cod  : cause of death category (ICD-9 code)
    mx   : death rate
note: The data was downloaded in June 2014 in the form of `html` tables made
  availabe by the INED web interface. It was then converted into `.csv` format
  and aggregated into the current form.
author: Jonas Schöley <jonas.schoeley@kolabnow.com>
date: 2015-08-19
...

year,sex,age,cod,mx
1953,total,75-79,290*-319*,58.76
1954,total,75-79,290*-319*,50.02
1955,total,75-79,290*-319*,59.21
1956,total,75-79,290*-319*,78.74
1957,total,75-79,290*-319*,80.51
1958,total,75-79,290*-319*,78.91
1959,total,75-79,290*-319*,86.72
1960,total,75-79,290*-319*,86.69
1961,total,75-79,290*-319*,90.79
1962,total,75-79,290*-319*,95.43
1963,total,75-79,290*-319*,98.69
1964,total,75-79,290*-319*,92.34
1965,total,75-79,290*-319*,105.32
1966,total,75-79,290*-319*,106.89
1967,total,75-79,290*-319*,100.13
1968,total,75-79,290*-319*,86.06
1969,total,75-79,290*-319*,93.81
1970,total,75-79,290*-319*,81.48
1971,total,75-79,290*-319*,85.7
1972,total,75-79,290*-319*,83.46
1973,total,75-79,290*-319*,83.46
1974,total,75-79,290*-319*,72.41
1975,total,75-79,290*-319*,78.76
1976,total,75-79,290*-319*,73.56
1977,total,75-79,290*-319*,75.01
1978,total,75-79,290*-319*,78.97
1979,total,75-79,290*-319*,79.1
1980,total,75-79,290*-319*,93.6
1981,total,75-79,290*-319*,103.81
1982,total,75-79,290*-319*,107.85
1983,total,75-79,290*-319*,124.56
1984,total,75-79,290*-319*,112.8
1985,total,75-79,290*-319*,115.17
1986,total,75-79,290*-319*,118.79
1987,total,75-79,290*-319*,106.03
1988,total,75-79,290*-319*,99.18
1989,total,75-79,290*-319*,91.54
1990,total,75-79,290*-319*,87.86
1991,total,75-79,290*-319*,95.19
1992,total,75-79,290*-319*,82.59
1993,total,75-79,290*-319*,76.31
1994,total,75-79,290*-319*,70.55
1995,total,75-79,290*-319*,66.5
1996,total,75-79,290*-319*,67.79
1997,total,75-79,290*-319*,68.35
1998,total,75-79,290*-319*,80.57
1999,total,75-79,290*-319*,82.88
1925,total,80-84,290*-319*,44.63
1926,total,80-84,290*-319*,47.43
1927,total,80-84,290*-319*,52.4
1928,total,80-84,290*-319*,50.38
1929,total,80-84,290*-319*,54.77
1930,total,80-84,290*-319*,48.71
1931,total,80-84,290*-319*,51.69
1932,total,80-84,290*-319*,50.76
1933,total,80-84,290*-319*,50.31
1934,total,80-84,290*-319*,44.84
1935,total,80-84,290*-319*,47.27
1936,total,80-84,290*-319*,46.29
1937,total,80-84,290*-319*,42.73
1938,total,80-84,290*-319*,42.68
1939,total,80-84,290*-319*,43.78
1940,total,80-84,290*-319*,57.43
1941,total,80-84,290*-319*,52.43
1942,total,80-84,290*-319*,51.95
1943,total,80-84,290*-319*,44.89
1944,total,80-84,290*-319*,47.69
1945,total,80-84,290*-319*,42.68
1946,total,80-84,290*-319*,33.42
1947,total,80-84,290*-319*,39.41
1948,total,80-84,290*-319*,36.2
1949,total,80-84,290*-319*,42.55
1950,total,80-84,290*-319*,41.72
1951,total,80-84,290*-319*,45.15
1952,total,80-84,290*-319*,47.87
1953,total,80-84,290*-319*,55.56
1954,total,80-84,290*-319*,56.77
1955,total,80-84,290*-319*,64.77
1956,total,80-84,290*-319*,91.08
1957,total,80-84,290*-319*,98.39
1958,total,80-84,290*-319*,97.25
1959,total,80-84,290*-319*,83.45
1960,total,80-84,290*-319*,93.38
1961,total,80-84,290*-319*,108.49
1962,total,80-84,290*-319*,115.36
1963,total,80-84,290*-319*,122.61
1964,total,80-84,290*-319*,116.06
1965,total,80-84,290*-319*,123.63
1966,total,80-84,290*-319*,137.76
1967,total,80-84,290*-319*,148.21
1968,total,80-84,290*-319*,117.45
1969,total,80-84,290*-319*,125.68
1970,total,80-84,290*-319*,124.79
1971,total,80-84,290*-319*,111.87
1972,total,80-84,290*-319*,103.5
1973,total,80-84,290*-319*,113.35
1974,total,80-84,290*-319*,103.12
1975,total,80-84,290*-319*,108.48
1976,total,80-84,290*-319*,106.46
1977,total,80-84,290*-319*,106.37
1978,total,80-84,290*-319*,103.27
1979,total,80-84,290*-319*,114.86
1980,total,80-84,290*-319*,136.46
1981,total,80-84,290*-319*,175.45
1982,total,80-84,290*-319*,178.95
1983,total,80-84,290*-319*,211.85
1984,total,80-84,290*-319*,219.51
1985,total,80-84,290*-319*,206.23
1986,total,80-84,290*-319*,226.78
1987,total,80-84,290*-319*,221.8
1988,total,80-84,290*-319*,217.47
1989,total,80-84,290*-319*,215.38
1990,total,80-84,290*-319*,207.43
1991,total,80-84,290*-319*,195.64
1992,total,80-84,290*-319*,176.1
1993,total,80-84,290*-319*,177.02
1994,total,80-84,290*-319*,180.59
1995,total,80-84,290*-319*,174.84
1996,total,80-84,290*-319*,170.19
1997,total,80-84,290*-319*,184.03
1998,total,80-84,290*-319*,192.32
1999,total,80-84,290*-319*,187.81
1925,total,85-89,290*-319*,71.75
1926,total,85-89,290*-319*,73.44
1927,total,85-89,290*-319*,84.39
1928,total,85-89,290*-319*,80.36
1929,total,85-89,290*-319*,86.77
1930,total,85-89,290*-319*,69.84
1931,total,85-89,290*-319*,77.2
1932,total,85-89,290*-319*,73.53
1933,total,85-89,290*-319*,72.51
1934,total,85-89,290*-319*,63.23
1935,total,85-89,290*-319*,65.89
1936,total,85-89,290*-319*,63.6
1937,total,85-89,290*-319*,57.21
1938,total,85-89,290*-319*,58.97
1939,total,85-89,290*-319*,62.01
1940,total,85-89,290*-319*,77.43
1941,total,85-89,290*-319*,67.1
1942,total,85-89,290*-319*,64.66
1943,total,85-89,290*-319*,55.79
1944,total,85-89,290*-319*,63.38
1945,total,85-89,290*-319*,58.46
1946,total,85-89,290*-319*,45.66
1947,total,85-89,290*-319*,54.59
1948,total,85-89,290*-319*,48.49
1949,total,85-89,290*-319*,57.77
1950,total,85-89,290*-319*,57.04
1951,total,85-89,290*-319*,62.77
1952,total,85-89,290*-319*,72.17
1953,total,85-89,290*-319*,61.44
1954,total,85-89,290*-319*,80.35
1955,total,85-89,290*-319*,72.29
1956,total,85-89,290*-319*,79.55
1957,total,85-89,290*-319*,126.26
1958,total,85-89,290*-319*,112.95
1959,total,85-89,290*-319*,100.85
1960,total,85-89,290*-319*,130.56
1961,total,85-89,290*-319*,115.9
1962,total,85-89,290*-319*,111
1963,total,85-89,290*-319*,159.05
1964,total,85-89,290*-319*,136.16
1965,total,85-89,290*-319*,142.42
1966,total,85-89,290*-319*,161.33
1967,total,85-89,290*-319*,151.99
1968,total,85-89,290*-319*,149.47
1969,total,85-89,290*-319*,144.88
1970,total,85-89,290*-319*,139.9
1971,total,85-89,290*-319*,157.81
1972,total,85-89,290*-319*,140.78
1973,total,85-89,290*-319*,145.42
1974,total,85-89,290*-319*,134.09
1975,total,85-89,290*-319*,150.26
1976,total,85-89,290*-319*,152.98
1977,total,85-89,290*-319*,144.94
1978,total,85-89,290*-319*,138.35
1979,total,85-89,290*-319*,174.97
1980,total,85-89,290*-319*,200.73
1981,total,85-89,290*-319*,272.05
1982,total,85-89,290*-319*,297.59
1983,total,85-89,290*-319*,318.23
1984,total,85-89,290*-319*,378.96
1985,total,85-89,290*-319*,346.16
1986,total,85-89,290*-319*,377.12
1987,total,85-89,290*-319*,342.73
1988,total,85-89,290*-319*,398.33
1989,total,85-89,290*-319*,391.58
1990,total,85-89,290*-319*,407.33
1991,total,85-89,290*-319*,412.78
1992,total,85-89,290*-319*,370.7
1993,total,85-89,290*-319*,388.95
1994,total,85-89,290*-319*,411.14
1995,total,85-89,290*-319*,377.99
1996,total,85-89,290*-319*,384.74
1997,total,85-89,290*-319*,374.67
1998,total,85-89,290*-319*,432.43
1999,total,85-89,290*-319*,425.97
1925,total,90-94,290*-319*,110.49
1926,total,90-94,290*-319*,118.82
1927,total,90-94,290*-319*,128.45
1928,total,90-94,290*-319*,127.26
1929,total,90-94,290*-319*,138.12
1930,total,90-94,290*-319*,94.56
1931,total,90-94,290*-319*,112.65
1932,total,90-94,290*-319*,100.28
1933,total,90-94,290*-319*,104.17
1934,total,90-94,290*-319*,89.35
1935,total,90-94,290*-319*,99.14
1936,total,90-94,290*-319*,98.85
1937,total,90-94,290*-319*,97.79
1938,total,90-94,290*-319*,87.71
1939,total,90-94,290*-319*,95
1940,total,90-94,290*-319*,125.04
1941,total,90-94,290*-319*,102.04
1942,total,90-94,290*-319*,99.55
1943,total,90-94,290*-319*,83.97
1944,total,90-94,290*-319*,90.05
1945,total,90-94,290*-319*,80.69
1946,total,90-94,290*-319*,60.03
1947,total,90-94,290*-319*,74.34
1948,total,90-94,290*-319*,66.96
1949,total,90-94,290*-319*,81.56
1950,total,90-94,290*-319*,82.39
1951,total,90-94,290*-319*,87.54
1952,total,90-94,290*-319*,78.53
1953,total,90-94,290*-319*,75.15
1954,total,90-94,290*-319*,65
1955,total,90-94,290*-319*,83.6
1956,total,90-94,290*-319*,116.12
1957,total,90-94,290*-319*,86.61
1958,total,90-94,290*-319*,129.84
1959,total,90-94,290*-319*,115.25
1960,total,90-94,290*-319*,122.84
1961,total,90-94,290*-319*,107.62
1962,total,90-94,290*-319*,175.71
1963,total,90-94,290*-319*,206.84
1964,total,90-94,290*-319*,153.86
1965,total,90-94,290*-319*,170.3
1966,total,90-94,290*-319*,178.18
1967,total,90-94,290*-319*,185.21
1968,total,90-94,290*-319*,160.35
1969,total,90-94,290*-319*,192.05
1970,total,90-94,290*-319*,200.4
1971,total,90-94,290*-319*,189.91
1972,total,90-94,290*-319*,174.63
1973,total,90-94,290*-319*,187.52
1974,total,90-94,290*-319*,199.16
1975,total,90-94,290*-319*,124.13
1976,total,90-94,290*-319*,182.78
1977,total,90-94,290*-319*,216.06
1978,total,90-94,290*-319*,219.36
1979,total,90-94,290*-319*,233.37
1980,total,90-94,290*-319*,302.84
1981,total,90-94,290*-319*,356.84
1982,total,90-94,290*-319*,388.56
1983,total,90-94,290*-319*,506.18
1984,total,90-94,290*-319*,491.06
1985,total,90-94,290*-319*,487.56
1986,total,90-94,290*-319*,655.25
1987,total,90-94,290*-319*,606.3
1988,total,90-94,290*-319*,570.24
1989,total,90-94,290*-319*,603.14
1990,total,90-94,290*-319*,625.06
1991,total,90-94,290*-319*,627.99
1992,total,90-94,290*-319*,566.08
1993,total,90-94,290*-319*,577.26
1994,total,90-94,290*-319*,601.56
1995,total,90-94,290*-319*,634.59
1996,total,90-94,290*-319*,609.88
1997,total,90-94,290*-319*,715.9
1998,total,90-94,290*-319*,704.01
1999,total,90-94,290*-319*,783.38
1925,total,95-99,290*-319*,140.67
1926,total,95-99,290*-319*,161.36
1927,total,95-99,290*-319*,140.25
1928,total,95-99,290*-319*,154.06
1929,total,95-99,290*-319*,143.64
1930,total,95-99,290*-319*,101.2
1931,total,95-99,290*-319*,117.77
1932,total,95-99,290*-319*,108.63
1933,total,95-99,290*-319*,124.57
1934,total,95-99,290*-319*,122.72
1935,total,95-99,290*-319*,122.39
1936,total,95-99,290*-319*,106.99
1937,total,95-99,290*-319*,97.4
1938,total,95-99,290*-319*,115.86
1939,total,95-99,290*-319*,119.37
1940,total,95-99,290*-319*,170.91
1941,total,95-99,290*-319*,111.98
1942,total,95-99,290*-319*,110.45
1943,total,95-99,290*-319*,91.85
1944,total,95-99,290*-319*,107.25
1945,total,95-99,290*-319*,115.1
1946,total,95-99,290*-319*,103.05
1947,total,95-99,290*-319*,118.89
1948,total,95-99,290*-319*,105.64
1949,total,95-99,290*-319*,109.61
1950,total,95-99,290*-319*,94.07
1951,total,95-99,290*-319*,86.29
1952,total,95-99,290*-319*,7.35
1953,total,95-99,290*-319*,5.8
1954,total,95-99,290*-319*,137.81
1955,total,95-99,290*-319*,65.27
1956,total,95-99,290*-319*,107.9
1957,total,95-99,290*-319*,127.85
1958,total,95-99,290*-319*,61.46
1959,total,95-99,290*-319*,57.11
1960,total,95-99,290*-319*,136.53
1961,total,95-99,290*-319*,138.62
1962,total,95-99,290*-319*,238.78
1963,total,95-99,290*-319*,186.05
1964,total,95-99,290*-319*,113.46
1965,total,95-99,290*-319*,133.72
1966,total,95-99,290*-319*,43.25
1967,total,95-99,290*-319*,149.47
1968,total,95-99,290*-319*,86.63
1969,total,95-99,290*-319*,316.77
1970,total,95-99,290*-319*,194.16
1971,total,95-99,290*-319*,140.47
1972,total,95-99,290*-319*,239.11
1973,total,95-99,290*-319*,252.97
1974,total,95-99,290*-319*,245.75
1975,total,95-99,290*-319*,176.47
1976,total,95-99,290*-319*,228.27
1977,total,95-99,290*-319*,171.08
1978,total,95-99,290*-319*,152.59
1979,total,95-99,290*-319*,379.34
1980,total,95-99,290*-319*,215.6
1981,total,95-99,290*-319*,251.2
1982,total,95-99,290*-319*,453.3
1983,total,95-99,290*-319*,432.04
1984,total,95-99,290*-319*,519.02
1985,total,95-99,290*-319*,747.48
1986,total,95-99,290*-319*,597.73
1987,total,95-99,290*-319*,846.49
1988,total,95-99,290*-319*,770.14
1989,total,95-99,290*-319*,822.86
1990,total,95-99,290*-319*,934.83
1991,total,95-99,290*-319*,727.31
1992,total,95-99,290*-319*,779.81
1993,total,95-99,290*-319*,820.32
1994,total,95-99,290*-319*,798.15
1995,total,95-99,290*-319*,963.01
1996,total,95-99,290*-319*,825.8
1997,total,95-99,290*-319*,848.38
1998,total,95-99,290*-319*,893.03
1999,total,95-99,290*-319*,1130.61
1925,total,100+,290*-319*,0.04
1926,total,100+,290*-319*,1.19
1927,total,100+,290*-319*,0.67
1928,total,100+,290*-319*,2.12
1929,total,100+,290*-319*,0.03
1930,total,100+,290*-319*,6.22
1931,total,100+,290*-319*,5.31
1932,total,100+,290*-319*,4.44
1933,total,100+,290*-319*,3.5
1934,total,100+,290*-319*,2.6
1935,total,100+,290*-319*,12.79
1936,total,100+,290*-319*,8.95
1937,total,100+,290*-319*,10.25
1938,total,100+,290*-319*,7.19
1939,total,100+,290*-319*,14.38
1940,total,100+,290*-319*,48.79
1941,total,100+,290*-319*,32.21
1942,total,100+,290*-319*,39.91
1943,total,100+,290*-319*,38.78
1944,total,100+,290*-319*,64.01
1945,total,100+,290*-319*,63.88
1946,total,100+,290*-319*,58.65
1947,total,100+,290*-319*,78.18
1948,total,100+,290*-319*,70.44
1949,total,100+,290*-319*,59.34
1950,total,100+,290*-319*,250.09
1951,total,100+,290*-319*,256.95
1952,total,100+,290*-319*,0
1953,total,100+,290*-319*,0
1954,total,100+,290*-319*,0
1955,total,100+,290*-319*,0
1956,total,100+,290*-319*,0
1957,total,100+,290*-319*,0
1958,total,100+,290*-319*,0
1959,total,100+,290*-319*,2083.33
1960,total,100+,290*-319*,86.09
1961,total,100+,290*-319*,16.22
1962,total,100+,290*-319*,21.73
1963,total,100+,290*-319*,0
1964,total,100+,290*-319*,0
1965,total,100+,290*-319*,0
1966,total,100+,290*-319*,0
1967,total,100+,290*-319*,79.4
1968,total,100+,290*-319*,0
1969,total,100+,290*-319*,39.7
1970,total,100+,290*-319*,30.23
1971,total,100+,290*-319*,18.69
1972,total,100+,290*-319*,15.87
1973,total,100+,290*-319*,0
1974,total,100+,290*-319*,139.91
1975,total,100+,290*-319*,13.06
1976,total,100+,290*-319*,209.89
1977,total,100+,290*-319*,7.76
1978,total,100+,290*-319*,212.72
1979,total,100+,290*-319*,593.47
1980,total,100+,290*-319*,0
1981,total,100+,290*-319*,0
1982,total,100+,290*-319*,323.45
1983,total,100+,290*-319*,233.37
1984,total,100+,290*-319*,493.52
1985,total,100+,290*-319*,372.66
1986,total,100+,290*-319*,254.45
1987,total,100+,290*-319*,372.9
1988,total,100+,290*-319*,700.76
1989,total,100+,290*-319*,318.47
1990,total,100+,290*-319*,308.88
1991,total,100+,290*-319*,396.84
1992,total,100+,290*-319*,905.57
1993,total,100+,290*-319*,1297.16
1994,total,100+,290*-319*,430.57
1995,total,100+,290*-319*,409.63
1996,total,100+,290*-319*,617.55
1997,total,100+,290*-319*,860.21
1998,total,100+,290*-319*,1291.88
1999,total,100+,290*-319*,458.2
1925,total,total,320*-359*,54.41
1926,total,total,320*-359*,55.19
1927,total,total,320*-359*,56.36
1928,total,total,320*-359*,57.55
1929,total,total,320*-359*,58.84
1930,total,total,320*-359*,55.49
1931,total,total,320*-359*,53.17
1932,total,total,320*-359*,53.24
1933,total,total,320*-359*,51.35
1934,total,total,320*-359*,49.98
1935,total,total,320*-359*,49.82
1936,total,total,320*-359*,47.93
1937,total,total,320*-359*,47.48
1938,total,total,320*-359*,48.23
1939,total,total,320*-359*,46.94
1940,total,total,320*-359*,59.65
1941,total,total,320*-359*,59.83
1942,total,total,320*-359*,54.72
1943,total,total,320*-359*,41.55
1944,total,total,320*-359*,42.89
1945,total,total,320*-359*,43.4
1946,total,total,320*-359*,35.77
1947,total,total,320*-359*,35.37
1948,total,total,320*-359*,33.23
1949,total,total,320*-359*,36.2
1950,total,total,320*-359*,35.11
1951,total,total,320*-359*,35.35
1952,total,total,320*-359*,34.12
1953,total,total,320*-359*,34.22
1954,total,total,320*-359*,32.85
1955,total,total,320*-359*,32.52
1956,total,total,320*-359*,32.98
1957,total,total,320*-359*,32.68
1958,total,total,320*-359*,31.56
1959,total,total,320*-359*,30.84
1960,total,total,320*-359*,30.05
1961,total,total,320*-359*,29.69
1962,total,total,320*-359*,30.57
1963,total,total,320*-359*,31.16
1964,total,total,320*-359*,29.88
1965,total,total,320*-359*,30.38
1966,total,total,320*-359*,29.14
1967,total,total,320*-359*,29.77
1968,total,total,320*-359*,30.9
1969,total,total,320*-359*,31.4
1970,total,total,320*-359*,29.36
1971,total,total,320*-359*,28.17
1972,total,total,320*-359*,25.62
1973,total,total,320*-359*,25.41
1974,total,total,320*-359*,24.94
1975,total,total,320*-359*,23.78
1976,total,total,320*-359*,24.67
1977,total,total,320*-359*,23.69
1978,total,total,320*-359*,23.06
1979,total,total,320*-359*,21.89
1980,total,total,320*-359*,20.72
1981,total,total,320*-359*,21.35
1982,total,total,320*-359*,20.28
1983,total,total,320*-359*,21.39
1984,total,total,320*-359*,18.04
1985,total,total,320*-359*,15.98
1986,total,total,320*-359*,16.75
1987,total,total,320*-359*,16.47
1988,total,total,320*-359*,17.56
1989,total,total,320*-359*,17.98
1990,total,total,320*-359*,17.79
1991,total,total,320*-359*,17.16
1992,total,total,320*-359*,17.15
1993,total,total,320*-359*,17.01
1994,total,total,320*-359*,17.43
1995,total,total,320*-359*,17.84
1996,total,total,320*-359*,17.83
1997,total,total,320*-359*,18.33
1998,total,total,320*-359*,19.69
1999,total,total,320*-359*,20.5
1925,total,<1,320*-359*,389.11
1926,total,<1,320*-359*,448.46
1927,total,<1,320*-359*,514.2
1928,total,<1,320*-359*,595.72
1929,total,<1,320*-359*,570.83
1930,total,<1,320*-359*,554.42
1931,total,<1,320*-359*,493.56
1932,total,<1,320*-359*,498.54
1933,total,<1,320*-359*,458.68
1934,total,<1,320*-359*,449.3
1935,total,<1,320*-359*,411.68
1936,total,<1,320*-359*,399.77
1937,total,<1,320*-359*,378.32
1938,total,<1,320*-359*,363.55
1939,total,<1,320*-359*,296.81
1940,total,<1,320*-359*,319.58
1941,total,<1,320*-359*,281.91
1942,total,<1,320*-359*,263.1
1943,total,<1,320*-359*,367.09
1944,total,<1,320*-359*,355.69
1945,total,<1,320*-359*,487.6
1946,total,<1,320*-359*,315.25
1947,total,<1,320*-359*,315.4
1948,total,<1,320*-359*,260.15
1949,total,<1,320*-359*,270.03
1950,total,<1,320*-359*,224.72
1951,total,<1,320*-359*,213.93
1952,total,<1,320*-359*,205.3
1953,total,<1,320*-359*,185.56
1954,total,<1,320*-359*,177.84
1955,total,<1,320*-359*,151.12
1956,total,<1,320*-359*,119.08
1957,total,<1,320*-359*,131.81
1958,total,<1,320*-359*,124.77
1959,total,<1,320*-359*,96.65
1960,total,<1,320*-359*,87.71
1961,total,<1,320*-359*,92.86
1962,total,<1,320*-359*,81.56
1963,total,<1,320*-359*,87.74
1964,total,<1,320*-359*,80
1965,total,<1,320*-359*,78.35
1966,total,<1,320*-359*,75.2
1967,total,<1,320*-359*,67.99
1968,total,<1,320*-359*,66.77
1969,total,<1,320*-359*,74.53
1970,total,<1,320*-359*,56.55
1971,total,<1,320*-359*,51.75
1972,total,<1,320*-359*,49.47
1973,total,<1,320*-359*,41.69
1974,total,<1,320*-359*,42.64
1975,total,<1,320*-359*,38.77
1976,total,<1,320*-359*,41.92
1977,total,<1,320*-359*,32.98
1978,total,<1,320*-359*,24.17
1979,total,<1,320*-359*,21.81
1980,total,<1,320*-359*,28.88
1981,total,<1,320*-359*,23.29
1982,total,<1,320*-359*,26.75
1983,total,<1,320*-359*,26.57
1984,total,<1,320*-359*,18.49
1985,total,<1,320*-359*,22.14
1986,total,<1,320*-359*,21.11
1987,total,<1,320*-359*,19.09
1988,total,<1,320*-359*,21
1989,total,<1,320*-359*,20.5
1990,total,<1,320*-359*,18.72
1991,total,<1,320*-359*,18.24
1992,total,<1,320*-359*,22.67
1993,total,<1,320*-359*,23.77
1994,total,<1,320*-359*,27.16
1995,total,<1,320*-359*,21.87
1996,total,<1,320*-359*,20.32
1997,total,<1,320*-359*,26.05
1998,total,<1,320*-359*,23.1
1999,total,<1,320*-359*,22
1925,total,1-4,320*-359*,86.14
1926,total,1-4,320*-359*,92.81
1927,total,1-4,320*-359*,93.59
1928,total,1-4,320*-359*,97.2
1929,total,1-4,320*-359*,95.1
1930,total,1-4,320*-359*,70.44
1931,total,1-4,320*-359*,69.05
1932,total,1-4,320*-359*,74.7
1933,total,1-4,320*-359*,65
1934,total,1-4,320*-359*,64.43
1935,total,1-4,320*-359*,58.18
1936,total,1-4,320*-359*,58.09
1937,total,1-4,320*-359*,59.21
1938,total,1-4,320*-359*,56.39
1939,total,1-4,320*-359*,47.83
1940,total,1-4,320*-359*,57.52
1941,total,1-4,320*-359*,45.58
1942,total,1-4,320*-359*,41.31
1943,total,1-4,320*-359*,39.7
1944,total,1-4,320*-359*,45.09
1945,total,1-4,320*-359*,51.72
1946,total,1-4,320*-359*,37.07
1947,total,1-4,320*-359*,31.74
1948,total,1-4,320*-359*,27.98
1949,total,1-4,320*-359*,30.66
1950,total,1-4,320*-359*,19.8
1951,total,1-4,320*-359*,22.91
1952,total,1-4,320*-359*,22.13
1953,total,1-4,320*-359*,19.65
1954,total,1-4,320*-359*,20.96
1955,total,1-4,320*-359*,18.36
1956,total,1-4,320*-359*,14.73
1957,total,1-4,320*-359*,16.58
1958,total,1-4,320*-359*,13.15
1959,total,1-4,320*-359*,14.63
1960,total,1-4,320*-359*,12.94
1961,total,1-4,320*-359*,11.25
1962,total,1-4,320*-359*,13.43
1963,total,1-4,320*-359*,10.39
1964,total,1-4,320*-359*,10.74
1965,total,1-4,320*-359*,9.81
1966,total,1-4,320*-359*,10.03
1967,total,1-4,320*-359*,8.83
1968,total,1-4,320*-359*,7.75
1969,total,1-4,320*-359*,8.2
1970,total,1-4,320*-359*,7.22
1971,total,1-4,320*-359*,6.25
1972,total,1-4,320*-359*,7.22
1973,total,1-4,320*-359*,7.03
1974,total,1-4,320*-359*,5.9
1975,total,1-4,320*-359*,4.49
1976,total,1-4,320*-359*,4.1
1977,total,1-4,320*-359*,4.38
1978,total,1-4,320*-359*,4.84
1979,total,1-4,320*-359*,4.77
1980,total,1-4,320*-359*,4.86
1981,total,1-4,320*-359*,5.04
1982,total,1-4,320*-359*,4.1
1983,total,1-4,320*-359*,3.01
1984,total,1-4,320*-359*,3.52
1985,total,1-4,320*-359*,2.72
1986,total,1-4,320*-359*,3.65
1987,total,1-4,320*-359*,2.38
1988,total,1-4,320*-359*,3.13
1989,total,1-4,320*-359*,2.55
1990,total,1-4,320*-359*,3.12
1991,total,1-4,320*-359*,3.55
1992,total,1-4,320*-359*,3.26
1993,total,1-4,320*-359*,2.68
1994,total,1-4,320*-359*,2.55
1995,total,1-4,320*-359*,2.53
1996,total,1-4,320*-359*,2.37
1997,total,1-4,320*-359*,2.09
1998,total,1-4,320*-359*,2.08
1999,total,1-4,320*-359*,2.34
1925,total,5-9,320*-359*,46.21
1926,total,5-9,320*-359*,44.6
1927,total,5-9,320*-359*,47.05
1928,total,5-9,320*-359*,45.95
1929,total,5-9,320*-359*,44.09
1930,total,5-9,320*-359*,32.02
1931,total,5-9,320*-359*,32.25
1932,total,5-9,320*-359*,30.34
1933,total,5-9,320*-359*,28.59
1934,total,5-9,320*-359*,28.09
1935,total,5-9,320*-359*,25
1936,total,5-9,320*-359*,22.99
1937,total,5-9,320*-359*,18.35
1938,total,5-9,320*-359*,15.06
1939,total,5-9,320*-359*,18.5
1940,total,5-9,320*-359*,19.27
1941,total,5-9,320*-359*,15.63
1942,total,5-9,320*-359*,14.5
