"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"84 years"	"84"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	7768	2154481	360.6
	"84 years"	"84"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	321	3094165	10.4
	"84 years"	"84"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	654	2154481	30.4
	"84 years"	"84"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	4005	3094165	129.4
	"84 years"	"84"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	51	2154481	2.4
	"84 years"	"84"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	179	3094165	5.8
	"84 years"	"84"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	1076	3094165	34.8
	"84 years"	"84"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1350	3094165	43.6
	"84 years"	"84"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5647	2154481	262.1
	"84 years"	"84"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	669	3094165	21.6
	"84 years"	"84"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	962	2154481	44.7
	"84 years"	"84"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	818	3094165	26.4
	"84 years"	"84"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	2056	2154481	95.4
	"84 years"	"84"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	582	3094165	18.8
	"84 years"	"84"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	586	2154481	27.2
	"84 years"	"84"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	3888	3094165	125.7
	"84 years"	"84"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	4856	2154481	225.4
	"84 years"	"84"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	66	3094165	2.1
	"84 years"	"84"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	63	2154481	2.9
	"84 years"	"84"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1422	3094165	46.0
	"84 years"	"84"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1752	2154481	81.3
	"84 years"	"84"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1455	3094165	47.0
	"84 years"	"84"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1923	2154481	89.3
	"84 years"	"84"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	935	3094165	30.2
	"84 years"	"84"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	1100	2154481	51.1
	"84 years"	"84"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Female"	"F"	10	3094165	Unreliable
	"84 years"	"84"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Male"	"M"	18	2154481	Unreliable
	"84 years"	"84"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4450	3094165	143.8
	"84 years"	"84"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	4751	2154481	220.5
	"84 years"	"84"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1202	3094165	38.8
	"84 years"	"84"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1394	2154481	64.7
	"85 years"	"85"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	31989	Not Applicable	Not Applicable
	"85 years"	"85"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	34324	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	341	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	560	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	370	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	974	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	481	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	610	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	3064	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	2716	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1056	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1259	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	2769	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	2147	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	55	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	244	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	6977	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	6894	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	324	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	619	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	3919	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	38	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	161	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	986	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1199	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5597	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	652	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	958	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	774	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	2006	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	517	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	577	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	3808	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	4587	Not Applicable	Not Applicable
	"85 years"	"85"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	49	Not Applicable	Not Applicable
	"85 years"	"85"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	63	Not Applicable	Not Applicable
	"85 years"	"85"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1408	Not Applicable	Not Applicable
	"85 years"	"85"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1665	Not Applicable	Not Applicable
	"85 years"	"85"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1458	Not Applicable	Not Applicable
	"85 years"	"85"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1823	Not Applicable	Not Applicable
	"85 years"	"85"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	877	Not Applicable	Not Applicable
	"85 years"	"85"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	1027	Not Applicable	Not Applicable
	"85 years"	"85"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Female"	"F"	16	Not Applicable	Not Applicable
	"85 years"	"85"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4536	Not Applicable	Not Applicable
	"85 years"	"85"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	4538	Not Applicable	Not Applicable
	"85 years"	"85"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1255	Not Applicable	Not Applicable
	"85 years"	"85"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1358	Not Applicable	Not Applicable
	"86 years"	"86"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	30276	Not Applicable	Not Applicable
	"86 years"	"86"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	32048	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	332	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	490	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	303	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	824	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	481	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	579	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	3093	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	2573	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1016	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1099	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	2508	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	1998	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	39	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	222	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	6449	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	6322	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	297	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	580	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	3687	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	58	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	155	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	849	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1159	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5477	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	578	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	876	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	825	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	1932	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	491	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	489	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	3647	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	4311	Not Applicable	Not Applicable
	"86 years"	"86"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	40	Not Applicable	Not Applicable
	"86 years"	"86"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	77	Not Applicable	Not Applicable
	"86 years"	"86"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1392	Not Applicable	Not Applicable
	"86 years"	"86"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1519	Not Applicable	Not Applicable
	"86 years"	"86"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1351	Not Applicable	Not Applicable
	"86 years"	"86"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1784	Not Applicable	Not Applicable
	"86 years"	"86"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	857	Not Applicable	Not Applicable
	"86 years"	"86"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	917	Not Applicable	Not Applicable
	"86 years"	"86"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Male"	"M"	14	Not Applicable	Not Applicable
	"86 years"	"86"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4367	Not Applicable	Not Applicable
	"86 years"	"86"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	4218	Not Applicable	Not Applicable
	"86 years"	"86"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1229	Not Applicable	Not Applicable
	"86 years"	"86"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1368	Not Applicable	Not Applicable
	"87 years"	"87"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	28813	Not Applicable	Not Applicable
	"87 years"	"87"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	29921	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	314	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	417	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	287	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	737	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	463	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	524	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	3098	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	2352	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	879	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	991	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	2385	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	1761	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	53	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	195	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	5748	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	5606	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	290	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	542	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	3738	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	33	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	160	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	801	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1068	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5414	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	582	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	825	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	784	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	1978	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	459	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	407	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	3506	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	4046	Not Applicable	Not Applicable
	"87 years"	"87"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	54	Not Applicable	Not Applicable
	"87 years"	"87"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	48	Not Applicable	Not Applicable
	"87 years"	"87"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1280	Not Applicable	Not Applicable
	"87 years"	"87"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1336	Not Applicable	Not Applicable
	"87 years"	"87"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1360	Not Applicable	Not Applicable
	"87 years"	"87"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1752	Not Applicable	Not Applicable
	"87 years"	"87"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	804	Not Applicable	Not Applicable
	"87 years"	"87"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	897	Not Applicable	Not Applicable
