"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"93 years"	"93"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	405	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	3041	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	646	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1658	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	311	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	3383	Not Applicable	Not Applicable
	"93 years"	"93"	"Hodgkin disease (C81)"	"GR113-038"	38	Not Applicable	Not Applicable
	"93 years"	"93"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1254	Not Applicable	Not Applicable
	"93 years"	"93"	"Leukemia (C91-C95)"	"GR113-040"	1466	Not Applicable	Not Applicable
	"93 years"	"93"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	612	Not Applicable	Not Applicable
	"93 years"	"93"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	13	Not Applicable	Not Applicable
	"93 years"	"93"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	4435	Not Applicable	Not Applicable
	"93 years"	"93"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1565	Not Applicable	Not Applicable
	"94 years"	"94"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	21993	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	289	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	280	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	373	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	2498	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	506	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1334	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	64	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	2999	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant melanoma of skin (C43)"	"GR113-028"	341	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of breast (C50)"	"GR113-029"	1943	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	57	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	302	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	312	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2442	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	515	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1377	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	254	Not Applicable	Not Applicable
	"94 years"	"94"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	2524	Not Applicable	Not Applicable
	"94 years"	"94"	"Hodgkin disease (C81)"	"GR113-038"	24	Not Applicable	Not Applicable
	"94 years"	"94"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	905	Not Applicable	Not Applicable
	"94 years"	"94"	"Leukemia (C91-C95)"	"GR113-040"	1118	Not Applicable	Not Applicable
	"94 years"	"94"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	466	Not Applicable	Not Applicable
	"94 years"	"94"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	11	Not Applicable	Not Applicable
	"94 years"	"94"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	3583	Not Applicable	Not Applicable
	"94 years"	"94"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1331	Not Applicable	Not Applicable
	"95 years"	"95"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	17547	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	272	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	243	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	281	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	1994	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	372	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	946	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	48	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	2287	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant melanoma of skin (C43)"	"GR113-028"	253	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of breast (C50)"	"GR113-029"	1659	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	45	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	230	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	240	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2068	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	420	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1127	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	198	Not Applicable	Not Applicable
	"95 years"	"95"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1995	Not Applicable	Not Applicable
	"95 years"	"95"	"Hodgkin disease (C81)"	"GR113-038"	20	Not Applicable	Not Applicable
	"95 years"	"95"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	707	Not Applicable	Not Applicable
	"95 years"	"95"	"Leukemia (C91-C95)"	"GR113-040"	884	Not Applicable	Not Applicable
	"95 years"	"95"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	379	Not Applicable	Not Applicable
	"95 years"	"95"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	2869	Not Applicable	Not Applicable
	"95 years"	"95"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1072	Not Applicable	Not Applicable
	"96 years"	"96"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12916	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	174	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	145	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	201	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	1473	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	280	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	734	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	39	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	1671	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant melanoma of skin (C43)"	"GR113-028"	200	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of breast (C50)"	"GR113-029"	1305	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	24	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	197	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	167	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	1416	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	281	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	875	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	116	Not Applicable	Not Applicable
	"96 years"	"96"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1543	Not Applicable	Not Applicable
	"96 years"	"96"	"Hodgkin disease (C81)"	"GR113-038"	15	Not Applicable	Not Applicable
	"96 years"	"96"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	550	Not Applicable	Not Applicable
	"96 years"	"96"	"Leukemia (C91-C95)"	"GR113-040"	714	Not Applicable	Not Applicable
	"96 years"	"96"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	258	Not Applicable	Not Applicable
	"96 years"	"96"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	2075	Not Applicable	Not Applicable
	"96 years"	"96"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	876	Not Applicable	Not Applicable
	"97 years"	"97"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	9478	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	147	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	93	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	145	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	1173	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	169	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	502	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	30	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	1071	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant melanoma of skin (C43)"	"GR113-028"	158	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of breast (C50)"	"GR113-029"	1015	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	20	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	115	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	131	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	1067	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	238	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	635	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	96	Not Applicable	Not Applicable
	"97 years"	"97"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1053	Not Applicable	Not Applicable
	"97 years"	"97"	"Hodgkin disease (C81)"	"GR113-038"	11	Not Applicable	Not Applicable
	"97 years"	"97"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	362	Not Applicable	Not Applicable
	"97 years"	"97"	"Leukemia (C91-C95)"	"GR113-040"	509	Not Applicable	Not Applicable
	"97 years"	"97"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	169	Not Applicable	Not Applicable
	"97 years"	"97"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	1620	Not Applicable	Not Applicable
	"97 years"	"97"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	674	Not Applicable	Not Applicable
	"98 years"	"98"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	6723	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	107	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	76	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	115	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	796	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	144	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	373	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	19	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	744	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant melanoma of skin (C43)"	"GR113-028"	114	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of breast (C50)"	"GR113-029"	775	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	13	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	94	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	70	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	754	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	154	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	442	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	67	Not Applicable	Not Applicable
	"98 years"	"98"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	702	Not Applicable	Not Applicable
	"98 years"	"98"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	242	Not Applicable	Not Applicable
	"98 years"	"98"	"Leukemia (C91-C95)"	"GR113-040"	340	Not Applicable	Not Applicable
	"98 years"	"98"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	114	Not Applicable	Not Applicable
	"98 years"	"98"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	1164	Not Applicable	Not Applicable
	"98 years"	"98"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	461	Not Applicable	Not Applicable
	"99 years"	"99"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4296	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	66	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	42	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	76	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	496	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	101	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	197	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	16	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	467	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant melanoma of skin (C43)"	"GR113-028"	72	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of breast (C50)"	"GR113-029"	538	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	11	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	61	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	46	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	470	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	109	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	282	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	38	Not Applicable	Not Applicable
	"99 years"	"99"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	437	Not Applicable	Not Applicable
	"99 years"	"99"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	160	Not Applicable	Not Applicable
	"99 years"	"99"	"Leukemia (C91-C95)"	"GR113-040"	212	Not Applicable	Not Applicable
	"99 years"	"99"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	57	Not Applicable	Not Applicable
