lname,value,label
X048_EVS,792010,TR: Konya (center)
X048_EVS,792011,TR: Manisa (west)
X048_EVS,792012,TR: Tokat (center north)
X048_EVS,792013,TR: Trabzon (north)
X048_EVS,792014,TR: Sanliurfa (southeast)
X048_EVS,792015,TR: Van (east)
X048_EVS,804001,UA: Crimea
X048_EVS,804002,UA: Vinnytsia oblast
X048_EVS,804003,UA: Volyn oblast
X048_EVS,804004,UA: Dnipropetrovsk oblast
X048_EVS,804005,UA: Donetsk oblast
X048_EVS,804006,UA: Zhitomyr oblast
X048_EVS,804007,UA: Zakarpattia oblast
X048_EVS,804008,UA: Zaporizhia oblast
X048_EVS,804009,UA: Ivano-Frankivsk oblast
X048_EVS,804010,UA: Kyiv oblast
X048_EVS,804011,UA: Kyiv city
X048_EVS,804012,UA: Kirovograd oblast
X048_EVS,804013,UA: Luhansk oblast
X048_EVS,804014,UA: Lviv oblast
X048_EVS,804015,UA: Mykolayiv oblast
X048_EVS,804016,UA: Odessa oblast
X048_EVS,804017,UA: Poltava oblast
X048_EVS,804018,UA: Rivnå oblast
X048_EVS,804019,UA: Sumy oblast
X048_EVS,804020,UA: Ternopil oblast
X048_EVS,804021,UA: Kharkiv oblast
X048_EVS,804022,UA: Kherson oblast
X048_EVS,804023,UA: Hmelnytsk oblast
X048_EVS,804024,UA: Cherkasy oblast
X048_EVS,804025,UA: Chernivtsi oblast
X048_EVS,804026,UA: Chernigiv oblast
X048_EVS,826001,GB-GBN: North East
X048_EVS,826002,GB-GBN: North West
X048_EVS,826003,GB-GBN: Yorks & Humberside
X048_EVS,826004,GB-GBN: East Midlands
X048_EVS,826005,GB-GBN: West Midlands
X048_EVS,826006,GB-GBN: Eastern
X048_EVS,826007,GB-GBN: London
X048_EVS,826008,GB-GBN: South East
X048_EVS,826009,GB-GBN: South West
X048_EVS,826010,GB-GBN:Wales
X048_EVS,826011,GB-GBN: Scotland
X048_EVS,826012,GB-GBN: North
X048_EVS,826013,GB-GBN: Home countries/Kent/Sussex
X048_EVS,826014,GB-GBN: South
X048_EVS,840001,US: New England
X048_EVS,840002,US: Middle Atlantic States
X048_EVS,840003,US: South Atlantic
X048_EVS,840004,US: East South Central
X048_EVS,840005,US: West South Central
X048_EVS,840006,US: East North Central
X048_EVS,840007,US: West North Central
X048_EVS,840008,US: Rocky Mountain state
X048_EVS,840009,US: Northwest
X048_EVS,840010,US: California
X048_EVS,909001,GB-NIR: unknown
X048_EVS,909002,GB-NIR: unknown
X048_EVS,909003,GB-NIR: unknown
X048_EVS,909004,GB-NIR: unknown
X048_EVS,909005,GB-NIR: unknown
X048_EVS,909006,GB-NIR: unknown
X048_EVS,909007,GB-NIR: unknown
X048_EVS,909008,GB-NIR: unknown
X048_EVS,.a,Don't know
X048_EVS,.b,No answer
X048_EVS,.c,Not applicable
X048_EVS,.d,Not asked in survey
X048_EVS,.e,Missing: other
X049,-5,Missing: Other
X049,-4,Not asked in survey
X049,-3,Not applicable
X049,-2,No answer
X049,-1,Don´t know
X049,1,"2,000 and less"
X049,2,"2,000-5,000"
X049,3,"5,000-10,000"
X049,4,"10,000-20,000: WVS 10,000-25,000"
X049,5,"20,000-50,000"
X049,6,"50,000-100,000"
X049,7,"100,000-500,000"
X049,8,"500,000 and more"
X049,.a,Don't know
X049,.b,No answer
X049,.c,Not applicable
X049,.d,Not asked in survey
X049,.e,Missing: other
X049A,-5,Missing: Other
X049A,-4,Not asked in survey
X049A,-3,Not applicable
X049A,-2,No answer
X049A,-1,Don't know
X049A,1,"under 5,000"
X049A,2,"5,000-20,000"
X049A,3,"20,000-100,000"
X049A,4,"100,000-500,000"
X049A,5,"500,000 and more"
X049A,.a,Don't know
X049A,.b,No answer
X049A,.c,Not applicable
X049A,.d,Not asked in survey
X049A,.e,Missing: other
X049CS,-5,Missing: Other
X049CS,-4,Not asked in survey
X049CS,-3,Not applicable
X049CS,-2,No answer
X049CS,-1,Don´t know
X049CS,246001,FI: Less than 4.000
X049CS,246002,FI: 4.000 - 8.000
X049CS,246003,FI: 8.001-30.000
X049CS,246004,FI: 30.001-80.000
X049CS,246005,FI: More than 80.000
X049CS,840002,US: Open country
X049CS,840003,US: Place under 2500
X049CS,840004,US: 2500-4999
X049CS,840005,US: 5m-9999
X049CS,840006,US: 10m-24999
X049CS,840007,US: 25m-49999
X049CS,840008,US: 50m-99999
X049CS,840009,US: 100m-249999
X049CS,840010,US: 250m-499999
X049CS,840011,US: 500m-999999
X049CS,840012,US: 1 million+
X049CS,.a,Don't know
X049CS,.b,No answer
X049CS,.c,Not applicable
X049CS,.d,Not asked in survey
X049CS,.e,Missing: other
X050,-5,Missing: Other
X050,-4,Not asked in survey
X050,-3,Not applicable
X050,-2,No answer
X050,-1,Don´t know
X050,1,Rural area-village
X050,2,Small-medium town
X050,3,Large town
X050,.a,Don't know
X050,.b,No answer
X050,.c,Not applicable
X050,.d,Not asked in survey
X050,.e,Missing: other
X050C,-5,Missing; Unknown
X050C,-4,Not asked in survey
X050C,-3,Not applicable
X050C,-2,No answer
X050C,-1,Don't know
X050C,1,Urban
X050C,2,Peri.Urban
X050C,3,Rural
X050C,.a,Don't know
X050C,.b,No answer
X050C,.c,Not applicable
X050C,.d,Not asked in survey
X050C,.e,Missing: other
X051,-5,Missing: Other
X051,-4,Not asked in survey
X051,-3,Not applicable
X051,-2,No answer
X051,-1,Don't know
X051,8011, AL: Christian 
X051,8012, AL: Albanian 
X051,8013, AL: Greek 
X051,8014, AL: Macedonian 
X051,8999, AL: Other 
X051,12001, DZ: Arabe 
X051,12002, DZ: Kabyle 
X051,12003, DZ: Chaoui 
X051,12990, DZ: Other (Berber) 
X051,12999, DZ: Other 
X051,20001, AD: Caucasian white 
X051,20002, AD: Negro black 
X051,20003," AD: South Asian (Indian, Pakistani..) "
X051,20004," AD: East Asian (Chinese, Japanese...) "
X051,20005," AD: Arabic, Central Asian "
X051,20999, AD: Other 
X051,31001, AZ: Avarian 
X051,31002, AZ: Azerbaijanian 
X051,31003, AZ: Chekh 
X051,31004, AZ: Iranian 
X051,31005, AZ: Jew 
X051,31006, AZ: Lezgin 
X051,31007, AZ: Moldovian 
X051,31008, AZ: Russian 
X051,31009, AZ: Spanish 
X051,31010, AZ: Tatarian 
X051,31011, AZ: Turkmenian 
X051,31012, AZ: Caucasian white 
X051,32001, AR: White 
X051,32002, AR: Light brown 
X051,32003, AR: Dark brown 
X051,32004, AR: Black 
X051,32005, AR: Indigenous 
X051,32999, AR: Other 
X051,36001, AU: Australian (English speaking) 
X051,36002, AU: European 
X051,36003," AU: South Asian (Indian, Pakistani, etc) "
X051,36004," AU: East Asian (Chinese, Japanese, etc) "
X051,36005," AU: Arabic, Central Asian "
X051,36006," AU: Southeast Asian: Thai, Vietnamese, Malaysian, etc "
X051,36007, AU: Aboriginal or Torres Strait Islander 
X051,36008, AU: White 
X051,36999, AU: Other 
X051,44602, MO: Negro Black 
X051,50001," BD: South Asia (Bangladeshi, Pakistani, Indian) "
X051,50002, BD: Muslim 
X051,50003, BD: Hindu 
X051,50004, BD: Christian 
X051,50006, BD: Bengali 
X051,50007, BD: Chakma 
X051,50008, BD: Murong 
X051,50012, BD: Pathan 
X051,50013, BD: Punjabi 
X051,50014, BD: Sindhi 
X051,50015, BD: Urdu Speaking 
X051,50999, BD: Other 
X051,51001, AM: Armenian 
X051,51002, AM: Greek 
X051,51003, AM: Jew 
X051,51004, AM: Kurd/Esid 
X051,51005, AM: Russian 
X051,51006, AM: Yazidis 
X051,51007, AM: Other 
X051,56001, BE: White / Caucasian White 
X051,56002, BE: Asian 
X051,56003, BE: Asian - Central (Arabic) 
X051,56004, BE: Black-Other / Black 
X051,68001, BO: Not pertaining to Indigenous groups 
X051,68002, BO: Quechua 
X051,68003, BO: Aymara 
X051,68004, BO: Guaraní 
X051,68005, BO: Chiquitano 
X051,68006, BO: Mojeño 
X051,68007, BO: Afroboliviano 
X051,68008, BO: Indigenous with no further detail 
X051,68999, BO: Other 
X051,70001, BOS: Croatian 
X051,70002, BOS: Bosnian/ Muslim 
X051,70003, BOS: Serbian 
X051,70999, BOS: Other 
X051,76001, BR: Caucasian (White) 
X051,76002, BR: Negro (Black) 
X051,76003, BR: Brown - Moreno ou pardo 
X051,76004," BR: Oriental: Chines, Japanese,... "
X051,76005, BR: Indigenous 
X051,76006, BR: South Asian 
X051,76007, BR: Arabic 
X051,76008, BR: Half breed of black and white 
X051,76009, BR: Half breed of white and indian 
X051,76999, BR: Other 
X051,100001, BG: Bulgarian 
X051,100002, BG: Gypsy 
X051,100003, BG: Turkish 
X051,100004, BG: Caucasian white 
X051,100005," BG: South Asian Indian, Pakistani, etc "
X051,100006," BG: Arabic, Central Asian "
X051,100999, BG: Other 
X051,104001, MM: Bamar 
X051,104002, MM: Kayin 
X051,104003, MM: Rakhine 
X051,104004, MM: Shan 
X051,104005, MM: Mon 
X051,104999, MM: Other 
X051,112001, BY: Belorussian 
X051,112002, BY: Polish 
X051,112003, BY: Russian 
X051,112004, BY: Ukrainian 
X051,112999, BY: Other 
X051,124001, CA: Caucasian (White) 
X051,124002," CA: Black (African, African-American, etc.) "
X051,124003," CA: West Asian (Iranian, Afghan, etc.) "
X051,124004," CA: Southeast Asian (Vietnamese, Cambodian, Malaysian, etc.) "
X051,124005, CA: Arabic (Central Asia) 
X051,124006," CA: South Asian (Indian, Bangladeshi, Pakistani, Sri Lankan, etc.) "
X051,124007, CA: Latin American / Hispanic 
X051,124008, CA: Aboriginal / First Nations 
X051,124009, CA: Chinese 
X051,124010, CA: Filipino 
X051,124011, CA: Korean 
X051,124012, CA: Japanese 
X051,124013, CA: European - English 
X051,124014, CA: French 
X051,124015, CA: German 
X051,124016, CA: Italian 
X051,124017, CA: Polish 
X051,124018," CA: East Asian Chinese,Japanese "
X051,124999, CA: Other 
X051,152001," CL: White, Caucasian "
X051,152002, CL: Black 
X051,152003," CL: South Asian (hindu, pakistani, brown) "
X051,152004," CL: East Asian (chinese, japanese, korean,..) "
X051,152005, CL: Arab (light brown) 
X051,152008, CL: Indigenous 
X051,152009, CL: Asiatic 
X051,152011, CL: Indian 
X051,152012, CL: Mestizo(a) 
X051,152013, CL: Mulatto(a) 
X051,152999, CL: Other 
X051,156001, CN: Chinese 
X051,156002, CN: Han nationality 
X051,156003, CN: Zhuang nationality 
X051,156004, CN: Hui nationality 
X051,156005, CN: Uygur nationality 
X051,156006, CN: Miao nationality 
X051,156007, CN: Manchu nationality 
X051,156008, CN: East Asian Chinese 
X051,156999, CN: Other 
X051,158001, TW: Hakka from Taiwan 
X051,158002, TW: Minnanese from Taiwan 
X051,158003, TW: Mainlander/China 
X051,158004, TW: Aboriginal 
X051,158999, TW: Other 
X051,170001," CO: Among all, I am Latine "
X051,170002," CO: Among all, I am crossbreed "
X051,170003," CO: Among all, I am black "
X051,170004," CO: Among all, I am indigenous "
X051,170005," CO: Among all, I am white "
X051,170006, CO: Among all I am mulato 
X051,170007, CO: Among all I am Colombian 
X051,170008, CO: Afro-colombian 
X051,170009, CO: Gypsie 
X051,170010, CO: Indigenous 
X051,170011, CO: White 
X051,170999, CO: Other 
X051,196001, CY: Caucasian white 
X051,196002, CY: Negro Black 
X051,196003," CY: South Asian Indian, Pakistani, etc. "
X051,196004," CY: East Asian Chinese, Japanese, etc. "
X051,196005," CY: Arabic, Central Asian "
X051,196999, CY: Other 
X051,203001, CZ: Gypsy 
X051,203002, CZ: White 
X051,203003,CZ: Czech Republic
X051,203004,CZ: Slovak
X051,203005,CZ: Poland
X051,203006,CZ: Ukrainian
X051,203010,CZ: Other
X051,214001, DO: White 
X051,214002, DO: Black 
X051,214003, DO: Mulatto 
X051,214004," DO: Chinese, Japonese "
X051,214005, DO: Arab 
X051,214999, DO: Other 
X051,218001," EC: Above all, I am Latino "
X051,218002," EC: Above all, I am mestizo "
X051,218003, EC: Mostly i'm black 
X051,218004," EC: Above all, I am indigenous "
X051,218005, EC: Mostly i'm white 
X051,218006," EC: Above all, I am a mulatto "
X051,218007, EC: I consider myself Ecuadorian above all 
X051,218011, EC: Blanco 
X051,218012, EC: Mestizo 
X051,218013, EC: Negro 
X051,218014, EC: Indígena 
X051,218017, EC: Montubio 
X051,218018, EC: Mulato 
X051,218019, EC: Moreno oscuro 
X051,218020, EC: Moreno claro 
X051,218999, EC: Other 
X051,231001, ET: Amhara 
X051,231002, ET: Tigre 
X051,231003, ET: Oromo 
X051,231004, ET: Somali 
X051,231005, ET: Afar 
X051,231006, ET: Sidama 
X051,231007, ET: Wolayta 
X051,231014, ET: Shankella 
X051,231015, ET: Gurage 
X051,231016, ET: Gamo 
X051,231998, ET: Other Africans/Negro Black 
X051,231999, ET: Other 
X051,233001, EE: Causasian white 
X051,246001, FI: Caucasian white 
X051,246002, FI: Negro Black 
X051,246005," FI: Arabic, Central Asian "
X051,246999, FI: Otjer 
X051,250001, FR: Caucasian white 
X051,250002, FR: Negro Black 
X051,250003," FR: South Asian Indian, Pakistani, etc "
X051,250004," FR: East Asian Chinese, Japanese, etc "
X051,250005," FR: Arabic, Central Asian "
X051,250006, FR: Mixed race 
X051,268001, GE: Georgian 
X051,268999, GE: Other 
X051,276001, DE: German 
X051,276002, DE: Southern European 
X051,276004, DE: Turkish 
X051,276005, DE: Yugoslavian 
X051,276006, DE: Caucasian White 
X051,276007, DE: African 
X051,276008, DE: Asiatic 
X051,276999, DE: Other 
X051,288001, GH: Frafra 
X051,288002, GH: Krobo 
X051,288003, GH: Ningo 
X051,288004, GH: Shai 
X051,288005, GH: Ada 
X051,288006, GH: Kotokoli 
X051,288007, GH: Bono 
X051,288008, GH: Komkomba 
X051,288009, GH: Nzema 
X051,288010, GH: Busanga 
X051,288011, GH: Mamprugu 
X051,288012, GH: Gonja 
X051,288013, GH: Mampuli 
X051,288014, GH: Dagari 
X051,288015, GH: Bimba 
X051,288016, GH: Dagomba 
X051,288017, GH: Ijaw 
X051,288018, GH: Esako 
X051,288021, GH: Ga Afangbe 
X051,288022, GH: Akan 
X051,288024, GH: Dagbani 
X051,288025, GH: Hausa 
X051,288026, GH: Guan 
X051,288033, GH: Ewe 
X051,288034, GH: French 
X051,288035, GH: Ga-Dangme 
X051,288990, GH: Other africans 
X051,288999, GH: Other 
X051,300001, CY: Caucasian white 
X051,300002, CY: Negro Black 
X051,300003," CY: South Asian Indian, Pakistani, etc. "
X051,300004," CY: East Asian Chinese, Japanese, etc. "
X051,300005," CY: Arabic, Central Asian "
X051,300999, CY: Other 
X051,320001, GT: Ladino 
X051,320002, GT: Cross breed 
X051,320003, GT: Brown 
X051,320004, GT: Indigenous 
X051,320005, GT: White 
X051,320006, GT: Hispanic 
X051,332001, HT: White Haitian 
X051,332002, HT: Mixed Race (Mullato) Haitian 
X051,332003, HT: Asian/Middle Eastern 
X051,332004, HT: Black 
X051,332999, HT: Other 
X051,344001, HK: Chinese 
X051,344002, HK: Filipino 
X051,344003, HK: Indonesian 
X051,344004, HK: White 
X051,344005, HK: Indian 
X051,344006, HK: Nepalese 
X051,344007, HK: Pakistani 
X051,344008, HK: Thai 
X051,344009, HK: Japanese 
X051,344013," HK: South Asians, India, Pakistan, etc. "
X051,344014," HK: East Asians, Chinese, Japanese, etc. "
X051,344998, HK: Other Asian 
X051,344999, HK: Other 
X051,348001, HU: Hungarian 
X051,348002, HU: Gypsy 
X051,356002, IN: Dominant Peasant Castes 
X051,356003, IN: Peasant Backward Castes 
X051,356004, IN: Weavers and Craftsman Backward Castes 
X051,356005, IN: Service Backward Castes 
X051,356008, IN: Muslims 
X051,356009, IN: Sikhs 
X051,356010, IN: Christians 
X051,356011, IN: Parsis 
X051,356012, IN: Jews 
X051,356013, IN: Buddhists 
X051,356015, IN: Hindu No Caste 
X051,356016, IN: No Religion No caste 
X051,356017, IN: Hindu (Scheduled Castes) 
X051,356018, IN: Hindu (Scheduled Tribes) 
X051,356019, IN: Hindu (Other Backward Castes) 
X051,356020, IN: Hindu (Upper Castes) 
X051,356021, IN: Muslims (Shiya) 
X051,356022, IN: Muslims (Sunni) 
X051,356023, IN: Muslims (Others) 
X051,356998, IN: Other Minorities 
X051,360001, ID: Malay 
X051,360002, ID: Chinese 
X051,360003, ID: Arab 
X051,360004, ID: Javanese 
X051,360005, ID: Sundanese 
X051,360006, ID: Sumatranese 
X051,360007, ID: Aceh 
X051,360008, ID: Batak 
X051,360009, ID: Banjar 
X051,360010, ID: Betawi 
X051,360011, ID: Bengkulu 
X051,360012, ID: Bugis 
X051,360013, ID: Dani 
X051,360014, ID: Dayak 
X051,360015, ID: Flores 
X051,360016, ID: Lani 
X051,360017, ID: Lampung 
X051,360018, ID: Maduranese 
X051,360019, ID: Makassar 
X051,360020, ID: Mandar 
X051,360021, ID: Manggarai 
X051,360022, ID: Melayu 
X051,360023, ID: Minangkabau 
X051,360024, ID: Palembang 
X051,360025, ID: Pattae 
X051,360026, ID: Toraja 
X051,360031, ID: Kalimantan 
X051,360032, ID: Sulawesi 
X051,360033, ID: Lombok/Sumbawa 
X051,360102," ID: Asian - East (Chinese, Japanese) "
X051,360103, ID: Asian - Central (Arabic) 
X051,360999, ID: Other 
X051,364001, IR: Persian 
X051,364002, IR: Turk/Azeri 
X051,364003, IR: Kurd 
X051,364004, IR: Lor 
X051,364005, IR: Gilak/Mazani/Shomali 
X051,364006, IR: Baluch 
X051,364007, IR: Arab 
X051,364008, IR: Armenian 
X051,364009, IR: Turkman 
X051,364999, IR: Other 
X051,368001, IQ: Arab 
X051,368002, IQ: Kurdish 
X051,368003, IQ: Turk 
X051,368004, IQ: Ashur 
X051,368005, IQ: Keldan 
X051,368999, IQ: Other 
X051,372001," IE: Asian - East (Chinese, Japanese) "
X051,372002, IE: Black-Other / Black 
X051,372003, IE: White / Caucasian White 
X051,376001, ISR: Jew 
X051,376002, ISR: Arab 
X051,380001, IT: White 
X051,380002, IT: European 
X051,380999, IT: Other 
X051,392001," JP: East Asian Chinese,Japanese "
X051,392002, JP: Caucasian (White) 
X051,392003, JP: Negro (Black) 
X051,392004, JP: South Asian (Indian) 
X051,392005, JP: Arabic (Central Asia) 
X051,392999, JP: Other 
X051,398001, KZ: Korean 
X051,398002, KZ: Uigur 
X051,398003, KZ: Bashkir 
X051,398004, KZ: Lezgin 
X051,398005, KZ: Belorus 
X051,398021, KZ: Azeri 
X051,398022, KZ: Iranian and Central Asian 
X051,398023, KZ: Georgian 
X051,398024, KZ: German 
X051,398025, KZ: Kazakh 
X051,398026, KZ: Kurdish 
X051,398027, KZ: Kyrgyz 
X051,398028, KZ: Moldovan 
X051,398029, KZ: Russian 
X051,398030, KZ: Tajik 
X051,398031, KZ: Tatar 
X051,398032, KZ: Ukrainian 
X051,398033, KZ: Uzbek 
X051,398034, KZ: Udmurt 
X051,398035, KZ: Mordvin 
X051,398036, KZ: Polander 
X051,398037, KZ: Bulgarian 
X051,398038, KZ: Azerbaijanian 
X051,398039, KZ: Chechen 
X051,398040, KZ: Turkish 
X051,398041, KZ: Dungan 
X051,398042, KZ: Armenian 
X051,398043, KZ: Chinese 
X051,400001, JO: Jordan 
X051,400002, JO: Palestine 
X051,400003, JO: Syria 
X051,400004, JO: Romania 
X051,400005, JO: Saudi Arabia 
X051,400006, JO: Afhanistan 
X051,400007, JO: Egypt 
X051,400008, JO: Arabic 
X051,400009, JO: Circassian 
X051,400010, JO: Chechen 
X051,404001, KE: Kalenjin 
X051,404002, KE: Kamba 
X051,404003, KE: Kikuyu 
X051,404004, KE: Kisii 
X051,404005, KE: Luhya 
X051,404006, KE: Luo 
X051,404007, KE: Maasai 
X051,404008, KE: Meru 
X051,404009, KE: Mijikenda 
X051,404010, KE: Somalis 
X051,404011, KE: Turkana 
X051,404014," KE: Arabs in Kenya (Arabic, Central Asian) "
X051,404016, KE: Other (write in) 
X051,410004," KR: East Asian (Chinese, Japanese, etc) "
X051,417001, KG: Kirguís 
X051,417002, KG: European 
X051,417003, KG: Tayiko 
X051,417004, KG: Ruso 
X051,417005, KG: Kazakh 
X051,417006, KG: Asian 
X051,417007, KG: Kyrgyz 
X051,417008, KG: Uzbek 
X051,417009, KG: Tatar 
X051,417010, KG: Turkish 
X051,417011, KG: German 
X051,417012, KG: Ukranian 
X051,417013, KG: Dukan 
X051,417014, KG: Kalmyk 
X051,417015, KG: Uigur 
X051,417016, KG: Azerbajanian 
X051,417017, KG: Kurd 
X051,417018, KG: Korenian 
X051,417999, KG: Other 
X051,422001, LB: Lebanese/Arabic 
X051,422999, LB: Others 
X051,428001, LV: Armenian 
X051,428002, LV: Belorussian 
X051,428003, LV: Gypsy 
X051,428004, LV: Jew 
X051,428005, LV: Latvian 
X051,428006, LV: Lithuanian 
X051,428007, LV: Moldovian 
X051,428008, LV: Polish 
X051,428009, LV: Russian 
X051,428010, LV: Ukrainian 
X051,428999, LV: Other 
X051,434002, LY: Negro Black 
X051,434003," LY: South Asian Indian, Pakistani, etc "
X051,434004," LY: East Asian Chinese, Japanese, etc "
X051,434005, LY: Arabic 
X051,434006, LY: Amazigh 
X051,434007, LY: Tuareg 
X051,434008, LY: Toubou 
X051,434999, LY: Other 
X051,446001, MO: Caucasian white 
X051,446003," MO: South Asian Indian, Pakistani, etc. "
X051,446004," MO: East Asian Chinese, Japanese, etc. "
X051,446005," MO: Arabic, Central Asian "
X051,446006, MO: Chinese 
X051,446007, MO: Portuguese/Macaense 
X051,446008, MO: Southeast Asians( Indonesia、 Philippines、thailand) 
X051,446999, MO: Other 
X051,458001, MT: Bugis 
X051,458002, MY: Jawa 
X051,458003, MY: Brunei Malay 
X051,458004, MY: Malay 
X051,458005, MY: Kadazan 
X051,458006, MY: Bajau 
X051,458007, MY: Murut 
X051,458008, MY: Iban 
X051,458009, MY: Bidayuh 
X051,458010, MY: Melanau 
X051,458011, MY: Kelabit 
X051,458012, MY: Chinese 
X051,458013, MY: Rungus 
X051,458014, MY: Indian 
X051,458998, MY: Others Bumi 
X051,462001, MV: Caucasian white
X051,462003," MV: South Asian India, Pakistani, etc "
X051,462004," MV: East Asian Chinese, Japanese etc "
X051,466001, ML: White 
X051,466002, ML: Black 
X051,466003, ML: Asian South 
X051,466005, ML: Arab 
X051,466999, ML: Other 
X051,484001, MX: White 
X051,484002, MX: Light brown 
X051,484003, MX: Dark brown 
X051,484004, MX: Black 
X051,484005, MX: Indigenous 
X051,484007," MX: South Asian (Indian, Pakistani) "
X051,484008," MX: East Asian (Chinese, Japanese) "
X051,484009, MX: Arabic (Central Asia) 
X051,484010, MX: Undocumented 1 
X051,484011, MX: Undocumented 2 
X051,484012, MX: Indian (American) 
X051,484013, MX: Coloured (medium) 
X051,484999, MX: Other 
X051,496001, MN: Khalkh 
X051,496002, MN: Dorvod 
X051,496003, MN: Bayad 
X051,496004, MN: Buriad 
X051,496005, MN: Zakhchin 
X051,496006, MN: Myangad 
X051,496007, MN: Uuld 
X051,496008, MN: Kazakh 
X051,496009, MN: Tuva 
X051,496011, MN: Dariganga 
X051,496012, MN: Uzemchin 
X051,496014, MN: Uriankhai 
X051,496015, MN: Khoton 
X051,496016, MN: Darkhad 
X051,496017, MN: Torguud 
X051,498001, MD: Moldovian 
X051,498002, MD: Russian 
X051,498003, MD: Ucrainian 
X051,498004, MD: Gagaus 
X051,498005, MD: Bulgarian 
X051,498999, MD: Other 
X051,499001, ME: Caucasian 
X051,504004, MA: Asie de l'est 
X051,504005, MA: Arabe 
X051,504006, MA: Bérbère 
X051,504101, MA: White 
X051,504102, MA: Black 
X051,504103, MA: Yellow/Asian 
X051,528001, NL: Caucasian white 
X051,528002, NL: Negro Black 
X051,528003," NL: South Asian Indian, Pakistani, etc. "
X051,528004," NL: East Asian Chinese, Japanese, etc. "
X051,528005," NL: Arabic, Central Asian "
X051,528006, NL: Asian 
X051,528999, NL: Other 
X051,554001, NZ: Maori 
X051,554002, NZ: Pakeha 
X051,554003, NZ: European 
X051,554004, NZ: Pacific Islander 
X051,554005, NZ: Asian 
X051,554006," NZ: New Zealander first, ethnic group second "
X051,558001, NI: Half Blood 
X051,558002, NI: Indigenous 
X051,558003, NI: Afrocaribeño 
X051,558999, NI: Other 
X051,566001, NG: Yoruba 
X051,566002, NG: Hausa 
X051,566003, NG: Igbo 
X051,566004, NG: Fulani 
X051,566005, NG: Tiv 
X051,566006, NG: Ibibio 
X051,566023, NG: Frafra 
X051,566024, NG: Krobo 
X051,566029, NG: Loss 
X051,566030, NG: Bono 
X051,566036, NG: Gonja 
X051,566037, NG: Mampuli 
X051,566038, NG: Dagari 
X051,566039, NG: Bimba 
X051,566040, NG: Dagomba 
X051,566041, NG: Yala 
X051,566042, NG: Bassa 
X051,566043, NG: Gbagi 
X051,566044, NG: Ciawa 
X051,566045, NG: Ijaw 
X051,566046, NG: Esan 
X051,566047, NG: Edo 
X051,566048, NG: Esako 
X051,566049, NG: Urhobo 
X051,566050, NG: Nupe 
X051,566051, NG: Chamba 
X051,566052, NG: Kilba 
X051,566053, NG: Higgi 
X051,566054, NG: Bachama 
X051,566055, NG: Yungur 
X051,566056, NG: Tangale 
X051,566058, NG: Bukwarra 
X051,566059, NG: Ikom 
X051,566060, NG: Ogoja 
X051,566061, NG: Boki 
X051,566062, NG: Efik 
X051,566064, NG: Ejagam 
X051,566066, NG: Baribari 
X051,566071, NG: Caucasian white 
X051,566072, NG: Negro Black 
X051,566073, NG: South Asian Indian P 
X051,566074, NG: East Asian Chinese J 
X051,566998, NG: Other Africans 
X051,566999, NG: Others 
X051,586001, PK: Punjabi 
X051,586002, PK: Pathan 
X051,586003, PK: Baluchi 
X051,586004, PK: Sindhi 
X051,586005, PK: Urdu speaking 
X051,586006, PK: Pashto 
X051,586007, PK: Hindko 
